ID,"Street Address
City, State","Building
Registration
Number",HPD-BIN,HUD_ID,HPD-BBL,HPD-complaints S1-2019,HPD-complaints S2-2020,increase
106223899999999991020840042,NULL,111111,1062238,9999999999,1020840042,#N/A,#N/A,#N/A
106273899999999991021160045,NULL,111111,1062738,9999999999,1021160045,#N/A,#N/A,#N/A
106235699999999991020890123,NULL,111111,1062356,9999999999,1020890123,#N/A,#N/A,#N/A
106234199999999991020890021,NULL,111111,1062341,9999999999,1020890021,#N/A,#N/A,#N/A
106153799999999991020630127,NULL,111111,1061537,9999999999,1020630127,#N/A,#N/A,#N/A
106393599999999991021640061,NULL,111111,1063935,9999999999,1021640061,#N/A,#N/A,#N/A
106507499999999991022480112,NULL,111111,1065074,9999999999,1022480112,#N/A,#N/A,#N/A
106400099999999991021680023,NULL,111111,1064000,9999999999,1021680023,#N/A,#N/A,#N/A
106114499999999991020530071,NULL,111111,1061144,9999999999,1020530071,#N/A,#N/A,#N/A
106133299999999991020590135,NULL,111111,1061332,9999999999,1020590135,#N/A,#N/A,#N/A
106502199999999991022430289,NULL,111111,1065021,9999999999,1022430289,#N/A,#N/A,#N/A
106153399999999991020630112,NULL,111111,1061533,9999999999,1020630112,#N/A,#N/A,#N/A
106240299999999991020930037,NULL,111111,1062402,9999999999,1020930037,#N/A,#N/A,#N/A
106219199999999991020830032,NULL,111111,1062191,9999999999,1020830032,#N/A,#N/A,#N/A
108250799999999991022470017,NULL,111111,1082507,9999999999,1022470017,#N/A,#N/A,#N/A
106227899999999991020860046,NULL,111111,1062278,9999999999,1020860046,#N/A,#N/A,#N/A
106311499999999991021290116,NULL,111111,1063114,9999999999,1021290116,#N/A,#N/A,#N/A
106096799999999991020500070,NULL,111111,1060967,9999999999,1020500070,#N/A,#N/A,#N/A
106342399999999991021390210,NULL,111111,1063423,9999999999,1021390210,#N/A,#N/A,#N/A
106440099999999991021800057,NULL,111111,1064400,9999999999,1021800057,#N/A,#N/A,#N/A
106130399999999991020590035,NULL,111111,1061303,9999999999,1020590035,#N/A,#N/A,#N/A
106190999999999991020760027,NULL,111111,1061909,9999999999,1020760027,#N/A,#N/A,#N/A
106101099999999991020500152,NULL,111111,1061010,9999999999,1020500152,#N/A,#N/A,#N/A
106159299999999991020660021,NULL,111111,1061592,9999999999,1020660021,#N/A,#N/A,#N/A
106257899999999991021090094,NULL,111111,1062578,9999999999,1021090094,#N/A,#N/A,#N/A
106123799999999991020580018,NULL,111111,1061237,9999999999,1020580018,#N/A,#N/A,#N/A
106171999999999991020700026,NULL,111111,1061719,9999999999,1020700026,#N/A,#N/A,#N/A
106139299999999991020610026,NULL,111111,1061392,9999999999,1020610026,#N/A,#N/A,#N/A
106142399999999991020610124,NULL,111111,1061423,9999999999,1020610124,#N/A,#N/A,#N/A
106150399999999991020630022,NULL,111111,1061503,9999999999,1020630022,#N/A,#N/A,#N/A
106276499999999991021170034,NULL,111111,1062764,9999999999,1021170034,#N/A,#N/A,#N/A
107948199999999991020760023,NULL,111111,1079481,9999999999,1020760023,#N/A,#N/A,#N/A
106218299999999991020830017,NULL,111111,1062182,9999999999,1020830017,1,,
108754499999999991020817503,NULL,111111,1087544,9999999999,1020817503,#N/A,#N/A,#N/A
106272199999999991021150051,NULL,111111,1062721,9999999999,1021150051,#N/A,#N/A,#N/A
106125299999999991020580040,NULL,111111,1061252,9999999999,1020580040,#N/A,#N/A,#N/A
106139499999999991020610028,NULL,111111,1061394,9999999999,1020610028,#N/A,#N/A,#N/A
106208799999999991020810018,NULL,111111,1062087,9999999999,1020810018,#N/A,#N/A,#N/A
106302199999999991021260030,NULL,111111,1063021,9999999999,1021260030,3,,
106206099999999991020800059,NULL,111111,1062060,9999999999,1020800059,#N/A,#N/A,#N/A
106149899999999991020630017,NULL,111111,1061498,9999999999,1020630017,#N/A,#N/A,#N/A
106502799999999991022430317,NULL,111111,1065027,9999999999,1022430317,#N/A,#N/A,#N/A
107675399999999991021700025,NULL,111111,1076753,9999999999,1021700025,#N/A,#N/A,#N/A
106209099999999991020810021,NULL,111111,1062090,9999999999,1020810021,#N/A,#N/A,#N/A
106161199999999991020677501,NULL,111111,1061611,9999999999,1020677501,#N/A,#N/A,#N/A
106113799999999991020530062,NULL,111111,1061137,9999999999,1020530062,#N/A,#N/A,#N/A
106229699999999991020870024,NULL,111111,1062296,9999999999,1020870024,#N/A,#N/A,#N/A
106102999999999991020500189,NULL,111111,1061029,9999999999,1020500189,#N/A,#N/A,#N/A
106369499999999991021540150,NULL,111111,1063694,9999999999,1021540150,#N/A,#N/A,#N/A
107986999999999991021230030,NULL,111111,1079869,9999999999,1021230030,1,,
106186599999999991020740047,NULL,111111,1061865,9999999999,1020740047,#N/A,#N/A,#N/A
106133699999999991020590154,NULL,111111,1061336,9999999999,1020590154,#N/A,#N/A,#N/A
106227999999999991020860047,NULL,111111,1062279,9999999999,1020860047,#N/A,#N/A,#N/A
106497799999999991022400023,NULL,111111,1064977,9999999999,1022400023,#N/A,#N/A,#N/A
106177899999999991020730006,NULL,111111,1061778,9999999999,1020730006,#N/A,#N/A,#N/A
106150199999999991020630020,NULL,111111,1061501,9999999999,1020630020,#N/A,#N/A,#N/A
106126599999999991020580121,NULL,111111,1061265,9999999999,1020580121,#N/A,#N/A,#N/A
106259599999999991021100022,NULL,111111,1062595,9999999999,1021100022,#N/A,#N/A,#N/A
106135699999999991020600040,NULL,111111,1061356,9999999999,1020600040,#N/A,#N/A,#N/A
106225999999999991020840114,NULL,111111,1062259,9999999999,1020840114,#N/A,#N/A,#N/A
106204899999999991020800045,NULL,111111,1062048,9999999999,1020800045,#N/A,#N/A,#N/A
108760099999999991020957501,NULL,111111,1087600,9999999999,1020957501,#N/A,#N/A,#N/A
106123199999999991020580012,NULL,111111,1061231,9999999999,1020580012,#N/A,#N/A,#N/A
106119599999999991020570031,NULL,111111,1061195,9999999999,1020570031,#N/A,#N/A,#N/A
106134699999999991020600024,NULL,111111,1061346,9999999999,1020600024,#N/A,#N/A,#N/A
106271099999999991021150031,NULL,111111,1062710,9999999999,1021150031,#N/A,#N/A,#N/A
106368199999999991021540088,NULL,111111,1063681,9999999999,1021540088,#N/A,#N/A,#N/A
107979899999999991020670029,NULL,111111,1079798,9999999999,1020670029,#N/A,#N/A,#N/A
106377799999999991021570032,NULL,111111,1063777,9999999999,1021570032,#N/A,#N/A,#N/A
106122699999999991020580006,NULL,111111,1061226,9999999999,1020580006,#N/A,#N/A,#N/A
106243199999999991020940137,NULL,111111,1062431,9999999999,1020940137,#N/A,#N/A,#N/A
106285599999999991021200010,NULL,111111,1062855,9999999999,1021200010,#N/A,#N/A,#N/A
106175799999999991020710157,NULL,111111,1061757,9999999999,1020710157,#N/A,#N/A,#N/A
108778999999999991022487501,NULL,111111,1087789,9999999999,1022487501,#N/A,#N/A,#N/A
106145999999999991020620047,NULL,111111,1061459,9999999999,1020620047,#N/A,#N/A,#N/A
106096599999999991020500068,NULL,111111,1060965,9999999999,1020500068,#N/A,#N/A,#N/A
106329799999999991021350030,NULL,111111,1063297,9999999999,1021350030,#N/A,#N/A,#N/A
106153999999999991020630136,NULL,111111,1061539,9999999999,1020630136,#N/A,#N/A,#N/A
106122099999999991020570152,NULL,111111,1061220,9999999999,1020570152,#N/A,#N/A,#N/A
106184899999999991020740011,NULL,111111,1061848,9999999999,1020740011,#N/A,#N/A,#N/A
106208199999999991020817501,NULL,111111,1062081,9999999999,1020817501,#N/A,#N/A,#N/A
106300499999999991021250039,NULL,111111,1063004,9999999999,1021250039,#N/A,#N/A,#N/A
106503899999999991022430378,NULL,111111,1065038,9999999999,1022430378,1,,
106158699999999991020650044,NULL,111111,1061586,9999999999,1020650044,#N/A,#N/A,#N/A
106500899999999991022430240,NULL,111111,1065008,9999999999,1022430240,#N/A,#N/A,#N/A
106207599999999991020800151,NULL,111111,1062075,9999999999,1020800151,#N/A,#N/A,#N/A
106304099999999991021270010,NULL,111111,1063040,9999999999,1021270010,#N/A,#N/A,#N/A
106238599999999991020920042,NULL,111111,1062385,9999999999,1020920042,#N/A,#N/A,#N/A
106199099999999991020790037,NULL,111111,1061990,9999999999,1020790037,#N/A,#N/A,#N/A
106206499999999991020800118,NULL,111111,1062064,9999999999,1020800118,#N/A,#N/A,#N/A
106316999999999991021310041,NULL,111111,1063169,9999999999,1021310041,#N/A,#N/A,#N/A
106447599999999991021800614,NULL,111111,1064475,9999999999,1021800614,1,,
106152299999999991020630041,NULL,111111,1061522,9999999999,1020630041,#N/A,#N/A,#N/A
106259399999999991021100020,NULL,111111,1062593,9999999999,1021100020,#N/A,#N/A,#N/A
106127399999999991020590005,NULL,111111,1061273,9999999999,1020590005,#N/A,#N/A,#N/A
106303099999999991021260044,NULL,111111,1063030,9999999999,1021260044,#N/A,#N/A,#N/A
106235299999999991020890117,NULL,111111,1062352,9999999999,1020890117,#N/A,#N/A,#N/A
106358299999999991021490076,NULL,111111,1063582,9999999999,1021490076,#N/A,#N/A,#N/A
106314399999999991021300054,NULL,111111,1063143,9999999999,1021300054,#N/A,#N/A,#N/A
106500699999999991022430230,NULL,111111,1065006,9999999999,1022430230,#N/A,#N/A,#N/A
106186999999999991020740055,NULL,111111,1061869,9999999999,1020740055,#N/A,#N/A,#N/A
106258899999999991021090193,NULL,111111,1062588,9999999999,1021090193,#N/A,#N/A,#N/A
105975399999999991019880010,NULL,111111,1059753,9999999999,1019880010,#N/A,#N/A,#N/A
106120199999999991020570037,NULL,111111,1061201,9999999999,1020570037,#N/A,#N/A,#N/A
106226199999999991020840125,NULL,111111,1062261,9999999999,1020840125,#N/A,#N/A,#N/A
105996799999999991020020057,NULL,111111,1059967,9999999999,1020020057,#N/A,#N/A,#N/A
106391499999999991021620146,NULL,111111,1063914,9999999999,1021620146,#N/A,#N/A,#N/A
106259699999999991021100023,NULL,111111,1062596,9999999999,1021100023,#N/A,#N/A,#N/A
106373099999999991021560039,NULL,111111,1063730,9999999999,1021560039,1,,
106208599999999991020810014,NULL,111111,1062085,9999999999,1020810014,#N/A,#N/A,#N/A
106116899999999991020540018,NULL,111111,1061168,9999999999,1020540018,#N/A,#N/A,#N/A
106390899999999991021620052,NULL,111111,1063908,9999999999,1021620052,#N/A,#N/A,#N/A
106165499999999991020680005,NULL,111111,1061654,9999999999,1020680005,#N/A,#N/A,#N/A
106167199999999991020680034,NULL,111111,1061671,9999999999,1020680034,#N/A,#N/A,#N/A
106405199999999991021700042,NULL,111111,1064051,9999999999,1021700042,#N/A,#N/A,#N/A
106154399999999991020640027,NULL,111111,1061543,9999999999,1020640027,#N/A,#N/A,#N/A
106364199999999991021540005,NULL,111111,1063641,9999999999,1021540005,#N/A,#N/A,#N/A
106168799999999991020680057,NULL,111111,1061687,9999999999,1020680057,#N/A,#N/A,#N/A
106314499999999991021300055,NULL,111111,1063144,9999999999,1021300055,#N/A,#N/A,#N/A
107675299999999991021670029,NULL,111111,1076752,9999999999,1021670029,#N/A,#N/A,#N/A
106219799999999991020830045,NULL,111111,1062197,9999999999,1020830045,#N/A,#N/A,#N/A
106138199999999991020610015,NULL,111111,1061381,9999999999,1020610015,#N/A,#N/A,#N/A
106147199999999991020620109,NULL,111111,1061471,9999999999,1020620109,#N/A,#N/A,#N/A
106293999999999991021220127,NULL,111111,1062939,9999999999,1021220127,#N/A,#N/A,#N/A
106316499999999991021310035,NULL,111111,1063164,9999999999,1021310035,#N/A,#N/A,#N/A
106207399999999991020800147,NULL,111111,1062073,9999999999,1020800147,#N/A,#N/A,#N/A
106094199999999991020500030,NULL,111111,1060941,9999999999,1020500030,#N/A,#N/A,#N/A
106208699999999991020810017,NULL,111111,1062086,9999999999,1020810017,#N/A,#N/A,#N/A
106096499999999991020500067,NULL,111111,1060964,9999999999,1020500067,#N/A,#N/A,#N/A
106114799999999991020537501,NULL,111111,1061147,9999999999,1020537501,#N/A,#N/A,#N/A
106136899999999991020600057,NULL,111111,1061368,9999999999,1020600057,#N/A,#N/A,#N/A
106126999999999991020590001,NULL,111111,1061269,9999999999,1020590001,#N/A,#N/A,#N/A
106391899999999991021630032,NULL,111111,1063918,9999999999,1021630032,#N/A,#N/A,#N/A
106096699999999991020500069,NULL,111111,1060966,9999999999,1020500069,#N/A,#N/A,#N/A
106367199999999991021540066,NULL,111111,1063671,9999999999,1021540066,,3,
106147999999999991020620131,NULL,111111,1061479,9999999999,1020620131,#N/A,#N/A,#N/A
106122799999999991020580007,NULL,111111,1061227,9999999999,1020580007,#N/A,#N/A,#N/A
106142299999999991020610123,NULL,111111,1061422,9999999999,1020610123,#N/A,#N/A,#N/A
106436399999999991021790258,NULL,111111,1064363,9999999999,1021790258,#N/A,#N/A,#N/A
106234299999999991020890022,NULL,111111,1062342,9999999999,1020890022,#N/A,#N/A,#N/A
106390799999999991021620051,NULL,111111,1063907,9999999999,1021620051,#N/A,#N/A,#N/A
106161899999999991020670027,NULL,111111,1061618,9999999999,1020670027,#N/A,#N/A,#N/A
106224799999999991020840052,NULL,111111,1062247,9999999999,1020840052,#N/A,#N/A,#N/A
109083499999999991021190119,NULL,111111,1090834,9999999999,1021190119,#N/A,#N/A,#N/A
106118099999999991020540042,NULL,111111,1061180,9999999999,1020540042,#N/A,#N/A,#N/A
106298399999999991021230098,NULL,111111,1062983,9999999999,1021230098,#N/A,#N/A,#N/A
106189699999999991020760001,NULL,111111,1061896,9999999999,1020760001,#N/A,#N/A,#N/A
106181799999999991020730053,NULL,111111,1061817,9999999999,1020730053,#N/A,#N/A,#N/A
106284699999999991021190064,NULL,111111,1062846,9999999999,1021190064,#N/A,#N/A,#N/A
106368399999999991021540090,NULL,111111,1063683,9999999999,1021540090,#N/A,#N/A,#N/A
106134099999999991020600009,NULL,111111,1061340,9999999999,1020600009,#N/A,#N/A,#N/A
106167699999999991020687501,NULL,111111,1061676,9999999999,1020687501,#N/A,#N/A,#N/A
106284299999999991021190056,NULL,111111,1062842,9999999999,1021190056,#N/A,#N/A,#N/A
108615299999999991019887501,NULL,111111,1086152,9999999999,1019887501,#N/A,#N/A,#N/A
107720599999999991022470016,NULL,111111,1077205,9999999999,1022470016,#N/A,#N/A,#N/A
106397899999999991021660069,NULL,111111,1063978,9999999999,1021660069,#N/A,#N/A,#N/A
106502899999999991022430332,NULL,111111,1065028,9999999999,1022430332,#N/A,#N/A,#N/A
106381999999999991021580033,NULL,111111,1063819,9999999999,1021580033,#N/A,#N/A,#N/A
106105899999999991020510058,NULL,111111,1061058,9999999999,1020510058,#N/A,#N/A,#N/A
106234499999999991020890024,NULL,111111,1062344,9999999999,1020890024,#N/A,#N/A,#N/A
106314299999999991021300053,NULL,111111,1063142,9999999999,1021300053,#N/A,#N/A,#N/A
106146299999999991020620050,NULL,111111,1061462,9999999999,1020620050,#N/A,#N/A,#N/A
106495499999999991022380017,NULL,111111,1064954,9999999999,1022380017,#N/A,#N/A,#N/A
106304699999999991021270029,NULL,111111,1063046,9999999999,1021270029,#N/A,#N/A,#N/A
106182699999999991020730062,NULL,111111,1061826,9999999999,1020730062,#N/A,#N/A,#N/A
106114199999999991020530068,NULL,111111,1061141,9999999999,1020530068,#N/A,#N/A,#N/A
106249499999999991021080007,NULL,111111,1062494,9999999999,1021080007,#N/A,#N/A,#N/A
108251199999999991022470021,NULL,111111,1082511,9999999999,1022470021,#N/A,#N/A,#N/A
106103099999999991020500190,NULL,111111,1061030,9999999999,1020500190,#N/A,#N/A,#N/A
106184799999999991020740010,NULL,111111,1061847,9999999999,1020740010,#N/A,#N/A,#N/A
106215199999999991020820024,NULL,111111,1062151,9999999999,1020820024,#N/A,#N/A,#N/A
106147399999999991020620122,NULL,111111,1061473,9999999999,1020620122,#N/A,#N/A,#N/A
108797799999999991021207501,NULL,111111,1087977,9999999999,1021207501,#N/A,#N/A,#N/A
108711599999999991020797501,NULL,111111,1087115,9999999999,1020797501,#N/A,#N/A,#N/A
106102199999999991020500173,NULL,111111,1061021,9999999999,1020500173,#N/A,#N/A,#N/A
106137599999999991020600154,NULL,111111,1061375,9999999999,1020600154,#N/A,#N/A,#N/A
105996399999999991020020042,NULL,111111,1059963,9999999999,1020020042,#N/A,#N/A,#N/A
106287899999999991021200057,NULL,111111,1062878,9999999999,1021200057,#N/A,#N/A,#N/A
106329399999999991021350025,NULL,111111,1063293,9999999999,1021350025,#N/A,#N/A,#N/A
106191399999999991020760031,NULL,111111,1061913,9999999999,1020760031,#N/A,#N/A,#N/A
106138699999999991020610020,NULL,111111,1061386,9999999999,1020610020,#N/A,#N/A,#N/A
106201399999999991020790152,NULL,111111,1062013,9999999999,1020790152,#N/A,#N/A,#N/A
106280999999999991021180059,NULL,111111,1062809,9999999999,1021180059,#N/A,#N/A,#N/A
106398399999999991021660159,NULL,111111,1063983,9999999999,1021660159,#N/A,#N/A,#N/A
106263299999999991021110008,NULL,111111,1062632,9999999999,1021110008,#N/A,#N/A,#N/A
106165599999999991020680006,NULL,111111,1061655,9999999999,1020680006,#N/A,#N/A,#N/A
106368599999999991021540093,NULL,111111,1063685,9999999999,1021540093,#N/A,#N/A,#N/A
106141599999999991020610061,NULL,111111,1061415,9999999999,1020610061,#N/A,#N/A,#N/A
106229399999999991020870021,NULL,111111,1062293,9999999999,1020870021,#N/A,#N/A,#N/A
106288099999999991021200059,NULL,111111,1062880,9999999999,1021200059,#N/A,#N/A,#N/A
106174799999999991020710055,NULL,111111,1061747,9999999999,1020710055,#N/A,#N/A,#N/A
106101799999999991020500163,NULL,111111,1061017,9999999999,1020500163,#N/A,#N/A,#N/A
108183899999999991021117501,NULL,111111,1081838,9999999999,1021117501,#N/A,#N/A,#N/A
106394499999999991021657501,NULL,111111,1063944,9999999999,1021657501,#N/A,#N/A,#N/A
106113599999999991020530060,NULL,111111,1061135,9999999999,1020530060,#N/A,#N/A,#N/A
106190499999999991020760018,NULL,111111,1061904,9999999999,1020760018,#N/A,#N/A,#N/A
106101599999999991020500161,NULL,111111,1061015,9999999999,1020500161,#N/A,#N/A,#N/A
106368899999999991021540096,NULL,111111,1063688,9999999999,1021540096,#N/A,#N/A,#N/A
106154099999999991020630139,NULL,111111,1061540,9999999999,1020630139,#N/A,#N/A,#N/A
106147799999999991020620129,NULL,111111,1061477,9999999999,1020620129,#N/A,#N/A,#N/A
106302499999999991021260034,NULL,111111,1063024,9999999999,1021260034,#N/A,#N/A,#N/A
106311399999999991021290115,NULL,111111,1063113,9999999999,1021290115,#N/A,#N/A,#N/A
106228799999999991020860147,NULL,111111,1062287,9999999999,1020860147,#N/A,#N/A,#N/A
106261099999999991021100052,NULL,111111,1062610,9999999999,1021100052,#N/A,#N/A,#N/A
106293199999999991021220081,NULL,111111,1062931,9999999999,1021220081,#N/A,#N/A,#N/A
106309399999999991021290014,NULL,111111,1063093,9999999999,1021290014,1,,
105996299999999991020020041,NULL,111111,1059962,9999999999,1020020041,#N/A,#N/A,#N/A
106135599999999991020600039,NULL,111111,1061355,9999999999,1020600039,#N/A,#N/A,#N/A
106222799999999991020840018,NULL,111111,1062227,9999999999,1020840018,#N/A,#N/A,#N/A
105996199999999991020020040,NULL,111111,1059961,9999999999,1020020040,#N/A,#N/A,#N/A
106129099999999991020590022,NULL,111111,1061290,9999999999,1020590022,#N/A,#N/A,#N/A
106224399999999991020840047,NULL,111111,1062243,9999999999,1020840047,#N/A,#N/A,#N/A
106449899999999991022010009,NULL,111111,1064498,9999999999,1022010009,#N/A,#N/A,#N/A
106209699999999991020810027,NULL,111111,1062096,9999999999,1020810027,#N/A,#N/A,#N/A
106276999999999991021170041,NULL,111111,1062769,9999999999,1021170041,#N/A,#N/A,#N/A
106148299999999991020620146,NULL,111111,1061482,9999999999,1020620146,#N/A,#N/A,#N/A
106106099999999991020510060,NULL,111111,1061060,9999999999,1020510060,1,,
106142499999999991020610125,NULL,111111,1061424,9999999999,1020610125,#N/A,#N/A,#N/A
106285799999999991021200012,NULL,111111,1062857,9999999999,1021200012,#N/A,#N/A,#N/A
106364599999999991021540012,NULL,111111,1063645,9999999999,1021540012,#N/A,#N/A,#N/A
106158799999999991020650048,NULL,111111,1061587,9999999999,1020650048,#N/A,#N/A,#N/A
106227599999999991020860043,NULL,111111,1062275,9999999999,1020860043,#N/A,#N/A,#N/A
106174299999999991020710044,NULL,111111,1061742,9999999999,1020710044,#N/A,#N/A,#N/A
106211399999999991020810046,NULL,111111,1062113,9999999999,1020810046,#N/A,#N/A,#N/A
106169899999999991020680106,NULL,111111,1061698,9999999999,1020680106,#N/A,#N/A,#N/A
106251399999999991021080059,NULL,111111,1062513,9999999999,1021080059,#N/A,#N/A,#N/A
106135799999999991020600041,NULL,111111,1061357,9999999999,1020600041,#N/A,#N/A,#N/A
106138799999999991020610021,NULL,111111,1061387,9999999999,1020610021,#N/A,#N/A,#N/A
106214499999999991020820017,NULL,111111,1062144,9999999999,1020820017,#N/A,#N/A,#N/A
109019699999999991020677502,NULL,111111,1090196,9999999999,1020677502,#N/A,#N/A,#N/A
106139399999999991020610027,NULL,111111,1061393,9999999999,1020610027,#N/A,#N/A,#N/A
100000099999999991021110055,NULL,111111,1000000,9999999999,1021110055,#N/A,#N/A,#N/A
107981399999999991020510054,NULL,111111,1079813,9999999999,1020510054,11,3,
106120699999999991020570048,NULL,111111,1061206,9999999999,1020570048,#N/A,#N/A,#N/A
106123899999999991020580019,NULL,111111,1061238,9999999999,1020580019,#N/A,#N/A,#N/A
106124099999999991020580021,NULL,111111,1061240,9999999999,1020580021,#N/A,#N/A,#N/A
106105699999999991020510056,NULL,111111,1061056,9999999999,1020510056,2,9,
106261299999999991021100054,NULL,111111,1062612,9999999999,1021100054,#N/A,#N/A,#N/A
106262599999999991021100074,NULL,111111,1062625,9999999999,1021100074,#N/A,#N/A,#N/A
106169599999999991020680066,NULL,111111,1061695,9999999999,1020680066,#N/A,#N/A,#N/A
106291499999999991021220010,NULL,111111,1062914,9999999999,1021220010,#N/A,#N/A,#N/A
106500599999999991022430220,NULL,111111,1065005,9999999999,1022430220,#N/A,#N/A,#N/A
106176699999999991020720027,NULL,111111,1061766,9999999999,1020720027,4,2,
106326899999999991021340156,NULL,111111,1063268,9999999999,1021340156,#N/A,#N/A,#N/A
106314899999999991021300152,NULL,111111,1063148,9999999999,1021300152,#N/A,#N/A,#N/A
107673699999999991020880012,NULL,111111,1076736,9999999999,1020880012,#N/A,#N/A,#N/A
106287799999999991021200056,NULL,111111,1062877,9999999999,1021200056,#N/A,#N/A,#N/A
106400299999999991021680025,NULL,111111,1064002,9999999999,1021680025,#N/A,#N/A,#N/A
106101999999999991020500168,NULL,111111,1061019,9999999999,1020500168,#N/A,#N/A,#N/A
106429299999999991021770023,NULL,111111,1064292,9999999999,1021770023,1,,
106349799999999991021420112,NULL,111111,1063497,9999999999,1021420112,#N/A,#N/A,#N/A
107993199999999991021710012,NULL,111111,1079931,9999999999,1021710012,#N/A,#N/A,#N/A
106507399999999991022480111,NULL,111111,1065073,9999999999,1022480111,#N/A,#N/A,#N/A
106127099999999991020597503,NULL,111111,1061270,9999999999,1020597503,#N/A,#N/A,#N/A
106281099999999991021180060,NULL,111111,1062810,9999999999,1021180060,#N/A,#N/A,#N/A
106309599999999991021290016,NULL,111111,1063095,9999999999,1021290016,#N/A,#N/A,#N/A
106474199999999991022190032,NULL,111111,1064741,9999999999,1022190032,#N/A,#N/A,#N/A
106182599999999991020730061,NULL,111111,1061825,9999999999,1020730061,#N/A,#N/A,#N/A
108191199999999991022260041,NULL,111111,1081911,9999999999,1022260041,#N/A,#N/A,#N/A
106206799999999991020800137,NULL,111111,1062067,9999999999,1020800137,#N/A,#N/A,#N/A
108190799999999991022190019,NULL,111111,1081907,9999999999,1022190019,#N/A,#N/A,#N/A
106434499999999991021790112,NULL,111111,1064344,9999999999,1021790112,#N/A,#N/A,#N/A
106180999999999991020730045,NULL,111111,1061809,9999999999,1020730045,#N/A,#N/A,#N/A
106187499999999991020740112,NULL,111111,1061874,9999999999,1020740112,#N/A,#N/A,#N/A
106185099999999991020740013,NULL,111111,1061850,9999999999,1020740013,#N/A,#N/A,#N/A
106504499999999991022430399,NULL,111111,1065044,9999999999,1022430399,#N/A,#N/A,#N/A
106150899999999991020630027,NULL,111111,1061508,9999999999,1020630027,#N/A,#N/A,#N/A
106162699999999991020670038,NULL,111111,1061626,9999999999,1020670038,#N/A,#N/A,#N/A
106180899999999991020730044,NULL,111111,1061808,9999999999,1020730044,#N/A,#N/A,#N/A
106188499999999991020750017,NULL,111111,1061884,9999999999,1020750017,#N/A,#N/A,#N/A
106232899999999991020880084,NULL,111111,1062328,9999999999,1020880084,#N/A,#N/A,#N/A
106201099999999991020790147,NULL,111111,1062010,9999999999,1020790147,#N/A,#N/A,#N/A
106209499999999991020810025,NULL,111111,1062094,9999999999,1020810025,#N/A,#N/A,#N/A
106393799999999991021640162,NULL,111111,1063937,9999999999,1021640162,#N/A,#N/A,#N/A
106436499999999991021790260,NULL,111111,1064364,9999999999,1021790260,#N/A,#N/A,#N/A
106252999999999991021080110,NULL,111111,1062529,9999999999,1021080110,#N/A,#N/A,#N/A
106119799999999991020570033,NULL,111111,1061197,9999999999,1020570033,#N/A,#N/A,#N/A
106155199999999991020640039,NULL,111111,1061551,9999999999,1020640039,#N/A,#N/A,#N/A
106218499999999991020830021,NULL,111111,1062184,9999999999,1020830021,#N/A,#N/A,#N/A
106283599999999991021190028,NULL,111111,1062835,9999999999,1021190028,#N/A,#N/A,#N/A
106311599999999991021290117,NULL,111111,1063115,9999999999,1021290117,#N/A,#N/A,#N/A
106276899999999991021170040,NULL,111111,1062768,9999999999,1021170040,#N/A,#N/A,#N/A
105997599999999991020020089,NULL,111111,1059975,9999999999,1020020089,#N/A,#N/A,#N/A
106503999999999991022430382,NULL,111111,1065039,9999999999,1022430382,#N/A,#N/A,#N/A
106143599999999991020620007,NULL,111111,1061435,9999999999,1020620007,#N/A,#N/A,#N/A
106310499999999991021290043,NULL,111111,1063104,9999999999,1021290043,#N/A,#N/A,#N/A
106156599999999991020640142,NULL,111111,1061565,9999999999,1020640142,#N/A,#N/A,#N/A
106492299999999991022350047,NULL,111111,1064922,9999999999,1022350047,#N/A,#N/A,#N/A
106191499999999991020760036,NULL,111111,1061914,9999999999,1020760036,#N/A,#N/A,#N/A
106383899999999991021580114,NULL,111111,1063838,9999999999,1021580114,#N/A,#N/A,#N/A
106159799999999991020660036,NULL,111111,1061597,9999999999,1020660036,#N/A,#N/A,#N/A
106220699999999991020830061,NULL,111111,1062206,9999999999,1020830061,#N/A,#N/A,#N/A
106124299999999991020580023,NULL,111111,1061242,9999999999,1020580023,#N/A,#N/A,#N/A
106479699999999991022240005,NULL,111111,1064796,9999999999,1022240005,#N/A,#N/A,#N/A
106120999999999991020570051,NULL,111111,1061209,9999999999,1020570051,#N/A,#N/A,#N/A
106095699999999991020500054,NULL,111111,1060956,9999999999,1020500054,#N/A,#N/A,#N/A
106222899999999991020840020,NULL,111111,1062228,9999999999,1020840020,#N/A,#N/A,#N/A
107677399999999991022217501,NULL,111111,1076773,9999999999,1022217501,#N/A,#N/A,#N/A
106296499999999991021230062,NULL,111111,1062964,9999999999,1021230062,#N/A,#N/A,#N/A
106411499999999991021700520,NULL,111111,1064114,9999999999,1021700520,#N/A,#N/A,#N/A
107981799999999991020620018,NULL,111111,1079817,9999999999,1020620018,#N/A,#N/A,#N/A
106138899999999991020610022,NULL,111111,1061388,9999999999,1020610022,#N/A,#N/A,#N/A
106114599999999991020530072,NULL,111111,1061145,9999999999,1020530072,#N/A,#N/A,#N/A
106406999999999991021700140,NULL,111111,1064069,9999999999,1021700140,#N/A,#N/A,#N/A
106221299999999991020840001,NULL,111111,1062212,9999999999,1020840001,#N/A,#N/A,#N/A
